Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M1,2026-M2,2026-M03
10,Donlar,Злаки,Cereals,Донлар,880.9,5590.1,10339.5,12482.9,19611.8,22077.9,26498.4,31585.3,39167.1,41409.7,44026.0,48100.1,3205.1,7307.6,10935.2,16680.2,20000.6,22227.5,27407.3,28669.9,31027.2,35205.2,36472.3,38465.5,2234.5,11203.4,17409.7,28563.8,34357.3,38977.1,41410.4,41557.7,42581.1,46866.4,48963.7,53714.2,4338.8,9940.2,18995.8
89,"Kemalar, qayiqlar va suzuvchi qurilmalar","Суда, лодки и плавучие конструкции","Ships, boats and floating structures","Кемалар, қайиқлар ва сузувчи қурилмалар",4.0,4.0,5.3,5.3,5.3,5.3,161.1,161.1,161.1,161.1,162.4,162.4,8.9,8.9,8.9,8.9,8.9,8.9,9.8,52.3,52.3,52.3,81.9,101.5,104.0,173.2,177.4,378.0,378.0,410.3,411.6,413.1,413.1,415.1,415.5,415.6,0.1,4.4,6.1
50,Ipak,Шелк,Silk,Ипак,6633.7,10776.6,19321.6,22939.6,25262.7,30879.8,37929.3,45686.8,52742.5,57075.5,67952.3,76988.2,2232.5,8275.7,12872.9,14519.2,15321.6,15672.3,18311.5,25068.5,30372.4,34519.6,42547.2,52949.3,2125.5,3935.6,5794.5,8185.3,10444.1,13541.0,15115.8,17616.2,20995.2,24799.4,28336.4,35322.0,262.2,791.9,1431.3
99,Xizmatlar,Услуги,Services,Хизматлар,299333.1,561935.8,1039286.9,1478644.3,1936466.7,2472267.2,2936024.5,3428344.8,3868418.7,4419962.9,4823534.8,5640431.7,403566.3,728786.7,1255179.6,1837082.0,2456802.9,3145510.0,3721335.7,4440099.4,5140058.3,5702931.4,6577745.0,7204442.9,492105.1,1176636.0,1835182.1,2505269.2,3247607.9,4056406.8,4846935.8,5707899.5,6762124.7,7754068.6,8478266.8,9760413.8,742141.6,1449112.1,2326800.2
26,"Ruda, shlak va kul","Руды, шлак и зола","Ores, slag and ash","Руда, шлак ва кул",34.9,124.7,215.6,435.3,1647.4,3321.5,4938.9,6256.8,8175.1,8688.0,10162.1,12071.7,598.3,1373.6,3422.3,4599.0,5831.1,6708.1,7184.6,7721.2,8285.3,8855.5,9532.7,10276.3,77.6,171.5,301.4,398.5,493.9,652.2,865.8,1554.8,3005.9,3777.2,6858.9,10419.8,2812.2,5935.7,9626.4
55,Kimyoviy tolalar,Химические волокна,Chemical fibers,Кимёвий толалар,1842.5,5674.1,9943.0,13539.2,18666.7,22393.4,26235.8,31203.1,35255.9,39494.0,44095.2,47010.0,4775.3,9118.3,13198.9,16320.0,19450.5,23126.4,27370.5,31910.5,36130.9,38916.7,42583.3,44672.3,2408.2,5775.6,8441.7,12060.9,14915.9,19182.7,22756.1,26374.5,29792.6,33333.1,36875.0,39961.6,2537.2,6058.1,10085.7
72,Qora metallar,Черные металлы,Iron and steel,Қора металлар,14336.4,30861.7,52247.1,72227.5,95251.4,121461.3,135083.5,148230.7,160713.7,169952.2,179046.1,185638.2,10551.8,28492.2,50215.8,68682.6,83373.2,102474.2,122782.3,141659.9,153706.4,160895.1,168051.3,171793.2,6540.1,8732.5,22137.4,35081.6,48736.6,68218.7,94975.0,117837.4,134266.1,149561.1,167205.0,184901.6,17224.1,39736.1,60298.2
63,Boshqa tayyor to'qimachilik buyumlari; to'plamlar; avval ishlatilgan kiyim-kechaklar va to'qimachilik buyumlari; lattalar,"Прочие готовые текстильные изделия; наборы; одежда и текстильные изделия, бывшие в употреблении; тряпье",Other made up textile articles; sets; worn clothing and worn textile articles; rags,Бошқа тайёр тўқимачилик буюмлари; тўпламлар; аввал ишлатилган кийим-кечаклар ва тўқимачилик буюмлари; латталар,16927.7,34848.3,49702.5,63654.4,81363.9,103383.0,119987.3,138054.8,154801.4,172293.0,192377.6,208246.4,16773.3,33484.4,50831.7,64675.6,85349.2,102706.8,120362.6,136535.8,154448.7,186005.6,205711.7,223183.4,19447.5,37386.8,56226.6,75298.4,94590.6,112617.3,131356.0,152289.2,174701.4,201445.0,226978.3,411753.8,24664.4,49464.6,71268.5
75,Nikel va undan tayyorlangan buyumlar,Никель и изделия из него,Nickel and articles thereof,Никел ва ундан тайёрланган буюмлар,60.0,170.4,170.4,251.2,370.0,505.7,634.0,714.5,862.2,983.0,1094.7,1213.8,151.5,253.7,326.8,533.9,640.3,814.0,879.5,928.8,1119.2,1336.5,1474.0,1587.2,121.3,121.3,276.3,320.0,365.1,456.9,482.8,503.0,562.5,568.5,568.5,568.6,0.0,1.6,1.6
76,Alyuminiy va undan tayyorlangan buyumlar,Алюминий и изделия из него,Aluminium and articles thereof,Алюминий ва ундан тайёрланган буюмлар,1697.2,6536.5,9671.8,14032.8,18063.6,20190.1,23987.7,27732.6,31625.7,35040.5,38885.8,44774.1,3192.5,6881.7,11061.4,17109.7,23190.6,29249.7,35845.1,40343.7,45877.1,53491.2,59793.5,66927.0,5193.4,12931.3,19780.9,26771.5,33862.9,41570.3,49447.0,56689.6,62949.0,70849.1,79296.3,86253.3,7099.6,11650.0,16891.5
78,Qo'rg'oshin va undan tayyorlangan buyumlar,Свинец и изделия из него,Lead and articles thereof,Қўрғошин ва ундан тайёрланган буюмлар,0.0,0.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,36.9,304.5,465.1,586.0,1209.3,2239.9,933.3,2052.9,3275.7
79,Rux va undan tayyorlangan buyumlar,Цинк и изделия из него,Zinc and articles thereof,Рух ва ундан тайёрланган буюмлар,9188.1,22720.1,38302.0,49424.5,60644.7,73344.9,85863.6,99001.0,116686.7,130157.8,141151.0,147198.1,3426.5,13009.8,22173.7,30098.0,36183.3,44080.8,54918.4,69309.6,80897.1,90657.4,103265.9,115365.6,10334.6,17696.1,29485.2,38030.0,47695.7,57813.0,67880.7,78496.1,84594.5,91925.9,101380.6,113878.2,9255.8,17814.5,23579.3
01,Tirik hayvonlar,Живые животные,Live animals,Тирик ҳайвонлар,337.9,716.5,929.1,1726.6,1959.5,2786.7,3570.6,3821.7,4416.8,4607.6,4884.2,5123.2,110.5,525.6,872.6,1742.1,3880.1,4530.9,5016.8,5710.0,6012.0,6659.5,7192.0,7948.1,239.3,702.6,1260.3,4601.1,5626.6,6837.5,7416.2,8080.8,9309.4,10784.0,12911.7,16640.1,2549.0,5093.2,6611.5
04,"Sut mahsulotlari, parranda tuxumi, tabiiy asal, boshqa joyda nomlanmagan yoki kiritilmagan hayvonlarga mansub oziq-ovqat mahsulotlari","Молочная продукция; яйца птиц; мед натуральный; пищевые продукты животного происхождения, в другом месте не поименованные или не включенные","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Сут маҳсулотлари, парранда тухуми, табиий асал, бошқа жойда номланмаган ёки киритилмаган ҳайвонларга мансуб озиқ-овқат маҳсулотлари",1173.9,2431.8,3801.6,4960.7,6014.4,7067.5,7722.6,8406.9,8813.4,9463.6,9998.1,11073.7,1569.5,3376.8,5847.5,8838.5,10950.4,13930.0,17125.1,21797.3,26643.4,33323.4,40585.0,47071.4,4955.3,8643.8,15800.2,23280.8,29832.1,36873.5,43317.6,47146.3,50592.5,54958.4,59000.7,63245.7,4356.1,8338.7,13177.5
11,Un va un-yormalarni yanchishga mo'ljallangan sanoat mahsulotlari; solod; kraxmallar; inulin; bug'doy kleykovinasi,Продукция мукомольно-крупяной промышленности; солод; крахмалы; инулин; пшеничная клейковина,Products of the milling industry; malt; starches; inulin; wheat gluten,Ун ва ун-ёрмаларни янчишга мўлжалланган саноат маҳсулотлари; солод; крахмаллар; инулин; буғдой клейковинаси,39852.6,73800.4,112904.8,150589.8,185920.6,212561.3,246882.3,283638.8,319747.2,355152.7,386138.0,416046.4,26478.8,54319.9,81422.5,103424.4,116985.1,129836.7,153713.3,180986.0,211642.2,251020.2,291058.1,329707.3,30728.5,62713.7,97293.5,127262.7,154630.6,184429.2,228855.4,272740.8,318610.4,358889.2,397709.5,442118.9,38111.6,71698.1,106430.1
12,"Moyli urug'lar va mevalar; boshqa urug'lar, meva va don; dorivor o'simliklar va texnik maqsadlarda qo'llaniladigan o'simliklar; somon va yem-xashak","Масличные семена и плоды; прочие семена, плоды и зерно; лекарственные растения и растения для технических целей; солома и фураж","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","Мойли уруғлар ва мевалар; бошқа уруғлар, мева ва дон; доривор ўсимликлар ва техник мақсадларда қўлланиладиган ўсимликлар; сомон ва ем-хашак",1770.1,2930.0,4967.6,7751.9,9007.2,9639.6,10828.8,12410.5,14047.1,18272.8,23129.6,27923.1,1678.0,4923.6,8185.0,11492.9,13827.2,15764.4,18410.9,20778.9,25704.1,31676.4,36802.1,42772.4,2735.7,6254.6,9507.3,11609.9,13677.8,15333.6,18196.6,22544.5,29553.6,36864.3,40670.1,44027.0,2603.8,5497.1,8482.3
13,Tozalanmagan tabiiy smola; kamedi (o'simlik shirasi) yoki boshqa o'simlik sharbati va ekstraktlari,"Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты","Shellac natural unrefined; gums, resins and other vegetable saps and extracts",Тозаланмаган табиий смола; камеди (ўсимлик шираси) ёки бошқа ўсимлик шарбати ва экстрактлари,1561.5,5530.5,7908.9,11347.1,13876.1,16185.2,18380.0,21272.9,24700.5,28399.4,30969.6,35049.4,3456.1,7672.9,10289.2,12745.5,16090.7,19038.1,22335.1,25993.1,29957.9,33457.4,37613.8,40834.9,2859.9,5144.9,7088.0,8536.6,11909.3,14976.6,20288.7,23194.0,27193.9,30941.1,33560.1,36346.6,761.4,2974.0,5283.6
92,Musiqa asboblari; ularning qismlari va jihozlari,Инструменты музыкальные; их части и принадлежности,Musical instruments; parts and accessories of such articles,Мусиқа асбоблари; уларнинг қисмлари ва жиҳозлари,3.9,39.0,44.3,50.2,56.7,59.4,64.5,68.3,73.4,80.1,86.1,92.4,4.9,15.6,29.9,39.6,51.7,251.5,261.3,269.7,283.0,294.6,304.3,316.3,9.5,31.0,38.1,56.8,69.0,66.8,89.1,104.4,122.3,130.6,146.7,166.1,9.4,19.4,32.7
19,"Boshoqli donlar, un, kraxmal yoki sutdan tayyorlangan mahsulotlar; undan tayyorlangan qandolat mahsulotlari","Готовые продукты из зерна злаков, муки, крахмала или молока;  мучные кондитерские изделия","Preparations of cereals, flour, starch or milk; pastrycooks' products","Бошоқли донлар, ун, крахмал ёки сутдан тайёрланган маҳсулотлар; ундан тайёрланган қандолат маҳсулотлари",1025.6,2792.5,4962.5,6790.1,8570.5,9964.0,11022.3,12432.2,14200.2,16499.6,18629.5,21620.0,2138.2,4716.3,7616.3,10606.3,13538.2,15745.8,18023.2,20836.5,24168.6,28514.2,33198.9,37452.0,3076.7,7839.6,12730.3,17044.0,21942.3,26759.7,31900.1,38075.8,44446.1,53108.2,61876.2,70480.8,7351.8,17160.8,25549.0
21,Turli oziq-ovqat mahsulotlari,Разные пищевые продукты,Miscellaneous edible preparations,Турли озиқ-овқат маҳсулотлари,332.0,658.7,1069.4,1340.0,1803.0,1981.9,2324.0,2724.8,3128.7,3605.1,3865.7,4322.1,298.1,783.7,1392.2,1861.4,2245.6,2878.4,3602.3,4176.2,5196.9,5673.0,6482.3,7094.9,527.4,991.6,1582.6,2604.3,4024.7,5088.7,5899.8,7264.8,8435.9,9664.2,11048.6,12796.6,632.8,1406.3,2037.1
28,"Noorganik kimyo mahsulotlari; qimmatbaho metallar, nodir metallar, radioaktiv elementlar yoki izotoplarning noorganik yoki organik birikmalari","Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Ноорганик кимё маҳсулотлари; қимматбаҳо металлар, нодир металлар, радиоактив элементлар ёки изотопларнинг ноорганик ёки органик бирикмалари",36637.5,69812.8,125484.2,154206.4,199635.2,238612.8,285947.3,342026.4,393140.3,437383.4,477241.3,488258.0,63104.1,147442.1,222624.6,295583.1,369152.4,452351.5,563968.1,666193.8,740524.2,731191.7,848792.6,897567.3,76248.9,156060.0,230009.0,335082.6,434192.8,563855.4,658908.8,758092.4,850873.0,980772.8,1031007.4,1218195.5,107374.8,219648.4,420166.8
29,Organik kimyoviy birikmalar,Органические химические соединения,Organic chemicals,Органик кимёвий бирикмалар,758.6,1282.2,2191.6,3559.6,4094.9,5306.9,6608.9,7667.3,8980.5,10338.3,12752.9,14441.9,760.7,1614.3,3161.0,4792.1,5839.5,7324.9,8648.3,9753.6,10905.8,12073.0,13590.2,14638.2,2093.3,4107.6,5604.2,7433.0,8326.8,9915.4,11097.0,12007.4,13138.2,14184.8,15615.6,16894.2,2086.8,3788.6,5597.0
30,Farmatsevtika mahsulotlari,Фармацевтическая продукция,Pharmaceutical products,Фармацевтика маҳсулотлари,1420.2,3630.6,5311.6,6665.4,8927.6,9784.6,11286.6,13438.6,15181.8,17072.6,19264.3,21172.0,1460.9,3215.8,4715.7,7313.2,9803.1,11073.5,12291.4,13677.9,15418.7,16667.6,17622.3,19545.4,880.4,3062.2,4358.8,6471.4,9110.5,9002.7,11520.8,13521.9,15358.3,17120.6,18317.2,21084.9,1855.0,5315.8,7431.2
33,"Efir moylari va rezinoidlar; attorlik, kosmetika yoki pardoz vositalari","Эфирные  масла  и  резиноиды;   парфюмерные,   косметические   или туалетные  средства","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","Эфир мойлари ва резиноидлар; атторлик, косметика ёки пардоз воситалари",825.5,1740.9,2807.1,4090.5,5434.2,6655.8,7536.1,8385.7,9629.9,10308.2,11596.5,12090.3,539.8,1356.9,1907.4,2887.4,3768.9,4359.8,5407.0,6549.4,7447.6,8138.1,9071.0,9620.4,847.6,1587.1,2287.1,3310.3,4196.5,5173.8,6144.3,7372.0,8338.3,9731.9,10634.3,11641.5,657.1,1966.4,3573.8
37,Foto va kino mahsulotlari,Фото- и кинотовары,Photographic or cinematographic goods,Фото ва кино маҳсулотлари,4.3,141.7,495.4,664.2,698.1,702.5,981.5,1219.6,1224.9,1234.1,1314.0,1339.3,0.0,0.5,0.5,34.6,35.0,35.0,35.4,53.5,57.4,61.1,77.1,115.0,0.0,0.0,3.3,3.4,5.1,10.5,10.5,32.3,47.2,47.2,47.6,65.3,4.4,5.4,5.5
38,Boshqa kimyoviy mahsulotlar,Прочие химические продукты,Miscellaneous chemical products,Бошқа кимёвий маҳсулотлар,2487.7,4764.0,11996.2,22109.4,24017.5,25412.2,27865.8,32921.8,37470.4,39935.1,43544.3,73869.8,1727.7,2947.1,5017.2,7150.7,8618.5,12267.5,14354.7,17486.7,23434.4,27124.0,34689.7,61285.9,858.7,4028.8,5994.6,11359.8,17373.4,19626.3,23408.1,30195.1,32838.1,34931.9,38844.7,41294.3,1234.9,3017.0,9032.8
49,"Bosma kitoblar, gazetalar, reproduksiyalar va poligrafiya sanoatining boshqa buyumlari; qo'lyozmalar, mashinkada yozilgan matnlar va tarhlar","Печатные книги, газеты, репродукции и другие изделия полиграфической промышленности; рукописи, машинописные тексты и планы","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","Босма китоблар, газеталар, репродукциялар ва полиграфия саноатининг бошқа буюмлари; қўлёзмалар, машинкада ёзилган матнлар ва тарҳлар",216.7,1587.2,1672.4,1882.3,1885.8,1887.7,2055.3,2058.9,2388.2,3039.4,4405.8,4884.5,457.6,752.9,998.5,1455.3,1981.0,2002.5,2033.1,2061.6,2064.5,2078.8,2990.0,3663.8,3.5,8.3,2413.1,6109.3,6161.8,6174.9,6209.1,8424.9,13233.6,13250.8,13567.5,17056.1,3.1,3463.0,5518.4
05,Boshqa joyda nomlanmagan yoki kiritilmagan hayvonlarga mansub mahsulotlar,"Продукты животного происхождения, в другом месте не поименованные или не включенные","Products of animal origin, not elsewhere specified or included",Бошқа жойда номланмаган ёки киритилмаган ҳайвонларга мансуб маҳсулотлар,454.1,1130.2,2884.5,4079.2,6791.3,7823.3,8406.6,9878.6,10617.7,11617.7,12644.8,18243.0,2384.9,5877.0,8246.3,12136.4,13821.0,15760.7,17116.3,19042.2,20472.6,22127.6,24651.4,26554.2,2610.4,3920.2,5658.3,9856.2,11088.4,13071.6,16169.0,19119.5,21981.4,25089.8,26982.8,29520.9,1156.1,3666.5,4876.1
54,Kimyoviy iplar; kimyoviy to'qimachilik materiallaridan  yassi va anologik iplar,Химические нити; плоские и аналогичные нити из химических текстильных материалов,Chemical threads; flat and similar threads of chemical textile materials,Кимёвий иплар; кимёвий тўқимачилик материалларидан  ясси ва анологик иплар,562.9,1435.0,1846.5,2119.0,4082.2,5661.4,6695.3,7221.5,7807.1,8491.8,9561.4,10024.5,722.0,1648.0,2927.8,4133.3,4893.7,6170.1,7216.3,8618.9,11121.8,13119.1,14043.9,15076.5,1434.7,2490.9,2742.8,3415.0,4638.8,5376.0,6461.8,7342.9,8147.8,9159.5,10189.8,11220.7,875.4,2490.7,3274.9
02,Go'sht va go'shtli oziq-ovqat submahsulotlari,Мясо и пищевые мясные субпродукты,Meat and edible meat offal,Гўшт ва гўштли озиқ-овқат субмаҳсулотлари,13.8,45.9,75.0,167.1,287.5,468.2,509.7,697.6,742.0,897.0,922.0,922.0,6.0,6.0,1284.3,3814.6,7136.8,12130.7,19432.7,27598.7,33204.8,37547.2,43035.3,50377.2,4035.1,4145.3,4410.4,4716.9,5017.9,5317.6,5903.9,7123.5,8375.6,9146.4,9877.2,11024.6,396.2,1088.7,2338.9
03,"Baliq va qisqichbaqasimonlar, mollyuska va boshqa umurtqasiz suv hayvonlari","Рыба и ракообразные, моллюски и прочие водные беспозвоночные","Fish and crustaceans, molluscs and other aquatic invertebrates","Балиқ ва қисқичбақасимонлар, моллюска ва бошқа умуртқасиз сув ҳайвонлари",140.5,232.7,259.9,457.0,613.6,698.8,812.5,1003.1,1004.1,1132.3,1430.8,1745.0,33.8,45.9,274.4,516.9,550.1,655.8,869.0,1005.4,1231.6,1753.3,1931.9,2201.9,2.5,314.6,665.4,1022.2,1358.5,1865.7,2326.4,2474.2,2742.3,3294.2,4126.7,4867.1,646.5,994.4,1347.3
32,"Ko'nchilik yoki rang beruvchi ekstraktlar; taninlar va ularning hosilalari; bo'yoqlar, pigmentlar va boshqa rang beruvchi moddalar; bo'yoqlar va laklar; shpatlyovka va boshqa mastikalar; poligrafik bo'yoq, siyoh, tushlar","Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; полиграфическая краска, чернила, тушь","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","Кўнчилик ёки ранг берувчи экстрактлар; танинлар ва уларнинг ҳосилалари; бўёқлар, пигментлар ва бошқа ранг берувчи моддалар; бўёқлар ва лаклар; шпатлёвка ва бошқа мастикалар; полиграфик бўёқ, сиёҳ, тушлар",900.2,2715.7,4551.5,6146.8,8069.9,10178.5,12198.1,14605.3,16483.4,19071.9,20568.2,22296.7,1706.5,3401.1,5249.3,7860.4,9878.5,11873.8,14175.8,16399.8,18658.5,20878.3,22826.1,24480.8,1136.6,3099.7,5327.6,8610.4,11763.5,14263.2,17562.1,21121.8,23907.4,26385.1,28840.6,31354.9,2403.6,5302.9,8371.9
